nome,cpf,idade,data,endereco,estado,pais
Levi da Mata,192.507.348-32,61,21/10/1962,"Vila de da Mata
Cônego Pinheiro 2ª Seção
25940-946 Rodrigues / CE",Pará,Brasil
Heloísa Castro,587.410.632-44,62,15/05/1961,"Sítio de Cardoso, 88
Acaiaca
38458223 Dias / RS",Rio Grande do Norte,Brasil
Sra. Júlia da Paz,046.725.893-74,37,19/08/1986,"Jardim Maria Sophia Ferreira, 95
Vila Nova Paraíso
26195069 Viana de Rocha / CE",Pará,Brasil
Luana Viana,213.679.850-21,26,01/04/1998,"Praça de Castro, 980
Ernesto Nascimento
34433-095 Almeida / SE",Sergipe,Brasil
Sr. Renan Sales,364.790.582-83,22,17/04/2001,"Praça Olivia Silveira, 49
Novo Das Industrias
30053-926 Rezende de Duarte / AC",Alagoas,Brasil
Caio Aragão,714.325.068-62,22,19/11/2001,"Área de Barros, 86
Boa Esperança
10087-478 Farias / RN",Bahia,Brasil
Srta. Lavínia Ribeiro,263.019.854-51,75,19/11/1948,"Alameda Gustavo Henrique Gonçalves, 50
Beija Flor
29914020 Costa de Minas / RJ",São Paulo,Brasil
Sofia da Mata,806.539.147-84,21,16/05/2002,"Jardim de Lopes, 7
Planalto
72162-664 da Luz / AM",Santa Catarina,Brasil
André Araújo,819.260.374-13,43,26/04/1980,"Alameda de da Mota, 94
Vila Paquetá
67514889 Lima do Oeste / CE",Acre,Brasil
Nathan Azevedo,285.976.143-82,85,12/02/1939,"Lagoa Milena Ramos, 4
Caiçara - Adelaide
27571-728 Cardoso Grande / AM",Roraima,Brasil
Camila Teixeira,982.743.106-40,46,13/08/1977,"Setor da Cunha, 39
Jardim Montanhês
78862288 Rocha / RJ",Paraná,Brasil
Srta. Clara Souza,510.347.682-71,25,20/08/1998,"Área Peixoto, 32
Flavio De Oliveira
00101-655 Duarte de Mendes / SE",Santa Catarina,Brasil
Yuri Nascimento,129.578.463-73,57,28/09/1966,"Vereda Matheus Azevedo, 2
Serrano
64023-772 Vieira de Ribeiro / AC",Espírito Santo,Brasil
Srta. Marcela Gonçalves,148.296.730-87,83,03/11/1940,"Praia Raul Campos, 12
Conjunto Providencia
48882013 Azevedo / CE",Pará,Brasil
João Ramos,936.270.418-87,50,28/08/1973,"Jardim Enzo da Paz, 47
Vila Ouro Minas
27148341 Cavalcanti de Minas / PR",Rio Grande do Sul,Brasil
Renan Rocha,720.384.569-92,42,08/10/1981,"Vale Oliveira, 22
Nova Suíça
87931-582 Sales / RS",Maranhão,Brasil
Sr. Caio Souza,453.618.092-33,50,02/07/1973,"Conjunto Maria Vitória da Cunha, 59
Serra Do Curral
73310638 Duarte do Campo / MG",Paraíba,Brasil
Clarice Farias,743.692.081-22,55,22/12/1968,"Alameda Maria Fernanda Castro, 87
Maravilha
46556-077 Martins / PI",Roraima,Brasil
Marcos Vinicius Jesus,597.862.304-00,72,12/10/1951,"Praça de Moraes, 588
Nova America
32071661 da Rocha do Sul / PA",Ceará,Brasil
João Pedro Nunes,910.853.462-42,34,16/09/1989,"Jardim de Ramos, 69
Vila Nova Gameleira 3ª Seção
22927152 Martins Grande / PA",Mato Grosso,Brasil
Levi Farias,659.421.730-52,45,03/12/1978,"Quadra Mendes, 42
Vila Pinho
14608-340 Moreira / GO",Rio Grande do Sul,Brasil
Dr. Enzo da Costa,791.654.308-75,40,07/05/1983,"Campo Marcela Silveira, 66
Álvaro Camargos
06681-952 Alves do Galho / AM",São Paulo,Brasil
Heloísa Alves,029.178.345-79,86,06/10/1937,"Fazenda de Moraes, 637
Buraco Quente
54488894 Ferreira de Moreira / PR",Paraíba,Brasil
Luiz Henrique da Mota,842.957.163-91,20,17/02/2004,"Recanto Alves, 105
Saudade
04473467 da Mota de Minas / RR",Rondônia,Brasil
Camila Caldeira,903.721.486-03,54,23/04/1969,"Lago Jesus, 71
Frei Leopoldo
96443895 Duarte / MA",Mato Grosso do Sul,Brasil
Arthur Mendes,918.452.370-05,50,23/12/1973,"Esplanada Cauã Teixeira
Jardim América
82077031 Monteiro do Galho / SP",Rondônia,Brasil
João Felipe Campos,362.759.410-06,54,28/03/1970,"Praia Heitor Castro, 6
Jardim Leblon
74490880 da Paz de Nunes / MS",Mato Grosso,Brasil
Guilherme Azevedo,174.509.362-16,61,24/07/1962,"Viela Benjamin Campos, 1
Pompéia
36240-367 Mendes da Prata / CE",Distrito Federal,Brasil
Dra. Laura Cunha,364.701.829-50,46,22/12/1977,"Núcleo Castro, 7
Maria Helena
76215-850 Duarte / BA",Roraima,Brasil
Noah Moraes,108.237.569-12,55,03/04/1969,"Estrada Lucas Gabriel Caldeira, 856
João Pinheiro
66574452 Cardoso / MG",Goiás,Brasil
Davi Lucca Lopes,260.158.347-90,33,27/11/1990,"Trecho Freitas, 427
Alto Dos Pinheiros
16352-238 Moura / AP",Maranhão,Brasil
Sophia da Cruz,621.439.805-15,39,30/07/1984,"Via Ribeiro
Flavio De Oliveira
85013933 Lima das Flores / PR",Mato Grosso,Brasil
Igor da Luz,740.681.529-85,46,16/12/1977,"Lago Silva, 75
Vila Oeste
67901-491 Cunha da Serra / AC",Bahia,Brasil
Dr. Samuel Nascimento,692.581.734-73,86,30/07/1937,"Travessa Duarte, 59
Brasil Industrial
48304188 Moreira de Minas / RO",Mato Grosso,Brasil
Maria Fernanda Freitas,968.451.273-28,66,10/08/1957,"Favela Sarah Porto
Conjunto São Francisco De Assis
82565112 da Rosa de Goiás / DF",Tocantins,Brasil
Eduarda Costa,206.795.138-68,28,31/10/1995,"Morro Enzo Gabriel Teixeira, 84
Mirtes
35827-828 Nascimento / RS",Distrito Federal,Brasil
Lorenzo Monteiro,069.471.258-20,43,16/07/1980,"Área da Mota, 13
Minas Caixa
62104258 Barbosa do Sul / AP",Mato Grosso do Sul,Brasil
Caroline Cardoso,618.307.245-17,51,08/09/1972,"Viaduto de Moreira, 1
Vera Cruz
02303138 Gonçalves do Norte / DF",Amazonas,Brasil
Henrique da Rocha,329.504.167-99,21,09/01/2003,"Núcleo Luiz Gustavo Costela, 99
Juliana
43635569 Peixoto / SE",Minas Gerais,Brasil
Lucas Gabriel Oliveira,743.568.920-38,51,04/08/1972,"Via Araújo
São Cristóvão
08165-622 Peixoto de da Rocha / SE",Rio Grande do Sul,Brasil
Sr. Arthur Jesus,418.370.659-93,96,27/05/1927,"Lago de Cardoso
Santa Cecilia
78099-314 Santos do Norte / MG",Mato Grosso,Brasil
Marcos Vinicius da Cunha,572.130.964-43,48,16/01/1976,"Viaduto de Cardoso
Inconfidência
16426-137 Castro / PA",Amapá,Brasil
Antônio Nogueira,061.387.542-71,19,11/08/2004,"Quadra de da Mata, 49
Ouro Minas
00289438 Cavalcanti da Prata / MT",Pernambuco,Brasil
Sophia Monteiro,601.245.398-15,90,22/10/1933,"Núcleo Araújo, 155
Lindéia
82317-263 Campos / PA",Minas Gerais,Brasil
Dr. Leandro Silva,497.058.612-85,56,07/12/1967,"Estação Silva, 18
Serra
11636951 das Neves do Amparo / AM",Pernambuco,Brasil
Amanda Farias,185.243.670-08,99,31/07/1924,"Praia Lavínia Moraes, 29
Conjunto Jatoba
41571-037 da Luz / RJ",Rio de Janeiro,Brasil
Srta. Luna Peixoto,912.405.387-23,53,14/12/1970,"Fazenda Rafaela Costela, 37
Havaí
52291-254 Rocha / CE",Amapá,Brasil
Sr. Igor Campos,183.502.746-62,54,17/08/1969,"Fazenda Ferreira, 849
Lagoa
49587-081 Vieira do Norte / AP",Tocantins,Brasil
Maria Sophia Correia,948.731.065-75,98,03/10/1925,"Residencial Alana Dias, 51
Vitoria
01961759 Gomes de da Cruz / TO",Tocantins,Brasil
Bruno da Cruz,293.415.687-73,22,02/06/2001,"Rua Evelyn da Cunha, 2
Alta Tensão 1ª Seção
88048-422 da Rocha do Amparo / ES",Espírito Santo,Brasil
Amanda Cavalcanti,351.698.247-00,55,13/12/1968,"Fazenda de Duarte, 99
São Sebastião
38375-389 Pires / AC",Roraima,Brasil
Bruno Melo,721.469.053-52,58,26/06/1965,"Trevo de da Costa, 7
Esplanada
45022-514 Fernandes de Costela / AC",Roraima,Brasil
Dra. Elisa Nunes,875.013.249-05,35,12/01/1989,"Vale Erick Moreira, 48
Vila Nova Cachoeirinha 2ª Seção
07868-934 da Cunha / AP",Rio Grande do Norte,Brasil
Calebe Ramos,942.816.307-40,59,05/05/1964,"Parque de Moraes, 36
Gutierrez
82171525 Peixoto de Fernandes / TO",Rio Grande do Sul,Brasil
Sr. Arthur Moraes,306.927.841-87,80,01/10/1943,"Passarela Lima, 87
Jatobá
09721-169 Viana Alegre / RJ",Roraima,Brasil
Júlia Silveira,913.476.508-57,73,18/11/1950,"Pátio Vitor Gabriel Rocha
São João Batista
91484973 Pereira da Prata / SC",Rio de Janeiro,Brasil
Sra. Isabelly Silva,732.568.049-00,34,28/08/1989,"Rodovia Agatha Lopes, 7
Vila São Gabriel
31198992 da Luz / DF",Pará,Brasil
Dr. Otávio Azevedo,457.821.069-30,79,09/11/1944,"Aeroporto de Ferreira, 2
Santa Helena
28302071 Oliveira das Flores / CE",Pernambuco,Brasil
Maria Cecília Aragão,264.571.809-49,99,09/01/1925,"Trevo Aragão, 535
Salgado Filho
51800-056 Carvalho da Prata / GO",São Paulo,Brasil
Noah da Rosa,742.960.813-22,58,02/05/1965,"Avenida Ferreira, 7
Antonio Ribeiro De Abreu 1ª Seção
17090-502 Rodrigues / DF",Pernambuco,Brasil
Sra. Laura Azevedo,540.326.187-71,37,16/06/1986,"Viaduto Marcelo Ramos
Universo
53602-558 Cunha do Galho / SP",Rio Grande do Norte,Brasil
Dr. Francisco Moreira,702.483.165-08,24,25/08/1999,"Núcleo Silva, 7
Jaraguá
74430032 Silveira de Goiás / CE",Rondônia,Brasil
Mariane das Neves,912.546.308-05,44,27/10/1979,"Rodovia de Freitas, 782
Parque São José
53886812 das Neves das Flores / SC",Piauí,Brasil
Enzo Monteiro,309.546.872-56,33,15/09/1990,"Quadra Silveira, 76
João Paulo Ii
90482-858 Rezende dos Dourados / MG",Piauí,Brasil
Diego da Rocha,093.845.726-83,36,24/01/1988,"Conjunto da Rosa, 22
Pindura Saia
13568-214 Ramos da Serra / MS",Piauí,Brasil
Ana Laura da Cruz,798.526.104-49,86,28/04/1937,"Parque Rodrigues
Vila Da Amizade
99639-698 Costa / RO",Espírito Santo,Brasil
Ana Sophia Gomes,384.961.725-46,44,27/07/1979,"Lagoa Porto, 44
Unidas
73111211 Alves / GO",Pernambuco,Brasil
Ana Laura Costa,502.176.894-85,52,17/08/1971,"Vila Sales, 913
Bela Vitoria
24276968 Monteiro / SP",Rio Grande do Sul,Brasil
Felipe Souza,187.950.346-84,55,30/09/1968,"Setor Peixoto, 47
Palmeiras
57575529 da Cruz / SE",Pará,Brasil
Luana Novaes,287.430.169-87,78,05/12/1945,"Parque Luiz Gustavo da Conceição, 34
Santa Margarida
94925-425 Rodrigues Alegre / RS",Ceará,Brasil
Sra. Yasmin Nogueira,360.925.841-15,48,29/10/1975,"Lago de Rocha, 482
Belmonte
74471-918 Rocha da Mata / PE",Goiás,Brasil
Benício Melo,904.652.781-67,21,07/12/2002,"Recanto Maitê Pereira
Vila Suzana Primeira Seção
94645-027 Silva / DF",Rio Grande do Norte,Brasil
Daniela Aragão,726.304.851-53,58,06/07/1965,"Feira Otávio Pereira, 93
Piraja
78140-773 Correia / RR",Paraíba,Brasil
Davi Luiz Sales,740.692.138-13,44,24/07/1979,"Trecho João Gabriel Pires, 64
Nova Pampulha
61230820 Souza da Serra / RS",Amapá,Brasil
Milena Souza,904.358.126-70,85,08/10/1938,"Praça de Ribeiro, 9
Santa Inês
38053-049 Azevedo / SP",Bahia,Brasil
Maria Eduarda Ferreira,438.256.190-60,74,28/09/1949,"Passarela de Caldeira
Vila Sesc
50710-500 Cunha de Dias / AP",Rondônia,Brasil
Sr. Diogo Lima,302.846.957-00,29,06/12/1994,"Estrada Danilo Monteiro
Conjunto Califórnia Ii
38793-887 da Mata Alegre / BA",Mato Grosso,Brasil
Dr. Carlos Eduardo Araújo,496.802.735-47,39,09/11/1984,"Rodovia Sophia Rodrigues, 88
Vila Independencia 2ª Seção
76814388 Pires / RR",Paraná,Brasil
Marina Gomes,934.587.620-00,98,25/12/1925,"Lagoa Souza
Copacabana
16768543 Monteiro / ES",Santa Catarina,Brasil
Gustavo Henrique Duarte,254.130.968-60,23,29/05/2000,"Área Ana Sophia Pereira, 32
Minas Caixa
69026-029 Caldeira do Oeste / TO",Minas Gerais,Brasil
Caio Ramos,832.941.657-73,27,06/11/1996,"Viaduto de Sales, 92
Buraco Quente
13458-643 Nunes / AL",Paraíba,Brasil
Rafael Nunes,462.971.358-19,88,10/04/1935,"Núcleo Monteiro, 504
São Bernardo
15990-096 Porto / TO",Mato Grosso,Brasil
Enzo Gabriel Cardoso,726.801.549-67,37,26/01/1987,"Núcleo Ribeiro
Vila Nova Cachoeirinha 1ª Seção
13917300 Ferreira das Flores / PE",São Paulo,Brasil
Davi Cardoso,065.781.243-90,18,25/07/2005,"Praça Ana Júlia Rezende, 38
Vila Coqueiral
41709963 Silveira / PA",Rio Grande do Sul,Brasil
Daniel Pires,274.530.968-47,39,13/06/1984,"Avenida Bruna Rodrigues, 724
Diamante
12678-518 Rezende do Galho / ES",Paraíba,Brasil
Brenda da Mata,532.841.679-19,44,29/02/1980,"Pátio Rocha, 75
Havaí
43098627 da Cunha / AC",Ceará,Brasil
Samuel Dias,852.910.634-24,38,17/11/1985,"Viaduto Enzo Gabriel Moreira, 72
Vila Real 2ª Seção
01069636 Sales de Goiás / CE",Rio Grande do Norte,Brasil
Gustavo Henrique da Costa,917.230.485-50,19,08/03/2005,"Residencial Ribeiro, 60
Flamengo
74294090 Ribeiro / RO",Alagoas,Brasil
Theo Fogaça,091.584.236-05,48,26/06/1975,"Travessa Cardoso, 95
Alta Tensão 1ª Seção
42836-344 Lima / MT",Acre,Brasil
Sra. Alexia Carvalho,483.106.527-71,24,31/03/2000,"Quadra Lorenzo Pires
Vila Olhos D'água
03485618 da Rosa de Correia / AC",Rondônia,Brasil
Juliana Martins,432.807.956-56,84,04/06/1939,"Campo de Souza
Vila Jardim São José
04692667 Carvalho / RR",Bahia,Brasil
Luiz Gustavo da Rosa,280.753.914-97,85,09/06/1938,"Via de da Paz, 5
Dona Clara
30465-337 Oliveira de Goiás / AL",Paraná,Brasil
Gabriela Freitas,367.520.481-26,30,10/03/1994,"Trevo Carvalho, 9
Grajaú
40077-715 Moraes da Serra / BA",Rio Grande do Norte,Brasil
Enzo Gabriel Vieira,812.564.079-76,22,28/01/2002,"Travessa Novaes
Boa Vista
29032951 Aragão / TO",Rio de Janeiro,Brasil
Srta. Luna Nascimento,815.732.049-60,69,13/06/1954,"Passarela de Nascimento, 916
João Paulo Ii
86360-200 Duarte do Amparo / AL",Rio de Janeiro,Brasil
Sophie da Mata,971.238.045-97,70,10/04/1953,"Avenida de Almeida, 78
Vila Atila De Paiva
41400947 da Cunha / AL",Maranhão,Brasil
Clarice Alves,973.846.520-65,22,02/12/2001,"Avenida Heloísa Costa
Cabana Do Pai Tomás
54742254 Cavalcanti / AC",Mato Grosso,Brasil
Catarina Rodrigues,138.640.975-84,84,26/11/1939,"Núcleo Farias, 97
Lourdes
55915-124 Gomes de Souza / RR",Paraná,Brasil
Antônio Vieira,017.236.854-53,89,25/10/1934,"Favela de Lopes, 473
Lagoinha Leblon
41398-890 Peixoto / PR",Sergipe,Brasil
Dr. Nicolas da Conceição,105.236.748-80,25,04/06/1998,"Quadra Mariana Costela, 87
Grajaú
64615642 Ferreira / BA",Roraima,Brasil
Maria Alice da Costa,290.738.654-92,88,17/02/1936,"Rua Cardoso, 76
Olhos D'água
25842688 Barros Alegre / MA",Amapá,Brasil
Sr. Lucca Martins,906.435.128-70,56,30/08/1967,"Pátio Paulo da Rosa, 93
Belvedere
57898-196 Melo / TO",Tocantins,Brasil
João Pedro Costa,532.940.718-41,68,12/09/1955,"Feira Cardoso
Conjunto Minas Caixa
88969-195 da Mata / RN",Ceará,Brasil
Maitê Gonçalves,034.719.856-20,97,20/09/1926,"Distrito Giovanna Rodrigues, 37
Marieta 3ª Seção
62839-349 da Mata / PR",Acre,Brasil
Ana Laura Ferreira,326.490.578-74,72,29/01/1952,"Estrada de Ramos
Garças
28169898 Santos das Pedras / RO",Paraná,Brasil
Sabrina da Mata,172.548.960-02,30,31/01/1994,"Viela de Moraes, 56
Vila Maria
42762903 Fogaça de Goiás / MS",Rio Grande do Sul,Brasil
Alexandre das Neves,183.904.625-24,93,19/07/1930,"Área de Novaes, 52
Itapoa
66232412 Fogaça do Oeste / ES",Acre,Brasil
Isadora da Cunha,471.928.063-31,54,31/08/1969,"Viaduto Freitas, 622
Jardim Atlântico
10686-144 da Rocha Paulista / PE",Minas Gerais,Brasil
Dr. Luigi Fernandes,834.265.197-55,72,16/07/1951,"Distrito Thomas Pires, 77
Bairro Das Indústrias Ii
44279-855 da Cunha / MT",Amapá,Brasil
Sr. Yago Cavalcanti,758.901.423-05,93,01/03/1931,"Estrada Melo
Vila Independencia 3ª Seção
33664610 Cardoso / AM",Amapá,Brasil
Carolina Peixoto,396.720.418-96,63,26/06/1960,"Loteamento Dias, 21
Camponesa 1ª Seção
82741936 da Rosa / RN",Amazonas,Brasil
Ana Lívia Porto,067.412.835-44,74,26/09/1949,"Colônia Vieira, 6
Milionario
96648865 Moraes / SE",Mato Grosso do Sul,Brasil
Henrique da Mata,896.724.305-74,33,25/12/1990,"Aeroporto Vinicius Rezende, 18
Conjunto São Francisco De Assis
55527-291 da Paz do Campo / PR",Rio de Janeiro,Brasil
Enrico Aragão,490.851.376-75,93,30/06/1930,"Praça Almeida, 95
Vila Novo São Lucas
69709-867 Moraes / AP",Bahia,Brasil
Milena Cavalcanti,523.064.179-70,25,15/09/1998,"Trecho Kevin Castro, 70
São Geraldo
98131993 Sales / PR",Tocantins,Brasil
Davi Lucca Melo,731.984.025-14,96,22/02/1928,"Passarela Kamilly Moreira, 704
Cardoso
41864-156 da Cunha / SP",Goiás,Brasil
Clarice Fernandes,192.763.485-73,87,27/12/1936,"Vereda Jesus, 7
Esplanada
50230404 Teixeira Verde / SP",Pará,Brasil
Dr. Luiz Fernando das Neves,146.387.259-37,58,21/02/1966,"Viaduto de Martins, 24
Vila Antena
55987-196 Araújo do Amparo / RO",Ceará,Brasil
Caio Azevedo,428.759.361-82,73,04/03/1951,"Largo Cardoso, 23
Vila Nova Gameleira 2ª Seção
29717727 Ferreira / AL",São Paulo,Brasil
Enrico Novaes,457.692.038-38,73,08/11/1950,"Vila Heloísa Barbosa, 666
Conjunto São Francisco De Assis
19537340 Farias / RN",Pará,Brasil
Ana Clara Moreira,075.412.368-53,87,15/12/1936,"Residencial de Aragão
Andiroba
91004-368 Cardoso / SC",Piauí,Brasil
Enrico Ribeiro,965.734.108-66,26,24/02/1998,"Loteamento Lopes, 2
Vila Satélite
54279721 Ramos da Prata / CE",Paraná,Brasil
Evelyn Aragão,548.372.061-07,85,19/04/1938,"Estrada Rebeca Caldeira, 440
Marçola
11027-170 Freitas Grande / GO",Espírito Santo,Brasil
Thales Moreira,406.135.728-07,63,31/07/1960,"Quadra Farias
Jardim Guanabara
71294724 Caldeira / RO",Roraima,Brasil
Heitor Mendes,097.426.351-61,56,13/01/1968,"Lagoa de Farias
Alta Tensão 2ª Seção
86838429 Pires / AL",Amazonas,Brasil
Sarah Nascimento,938.574.026-10,40,14/05/1983,"Largo de da Costa, 400
Vila Jardim Alvorada
20608-388 Cardoso de Cardoso / CE",Rondônia,Brasil
Sra. Yasmin Melo,510.274.968-49,18,22/07/2005,"Loteamento Almeida, 821
Conjunto Santa Maria
15401946 Nunes de Goiás / TO",Pernambuco,Brasil
Dra. Emilly Alves,,65,17/10/1958,"Avenida Nicole da Paz, 26
Vila Oeste
72035-015 Sales de Goiás / SP",Mato Grosso,Brasil
Sr. Marcelo Costela,895.603.427-38,23,16/08/2000,"Chácara Clarice da Costa, 135
Cardoso
90569-230 da Luz Verde / BA",Piauí,Brasil
Maria Cecília Araújo,752.943.601-52,76,20/03/1948,"Distrito Nathan Melo, 3
Universitário
45685584 Almeida / PA",Minas Gerais,Brasil
Enzo Gabriel Ribeiro,965.231.708-02,63,20/06/1960,"Recanto Nunes, 87
Vila União
40623-455 Moura / AP",Roraima,Brasil
Miguel da Rosa,168.907.235-03,43,24/04/1980,"Esplanada Carvalho, 8
Paulo Vi
43997-378 Correia / CE",Goiás,Brasil
Maria Vitória Ferreira,914.863.027-69,23,09/11/2000,"Lago Lima, 6
Providencia
64509-958 Porto / SP",Ceará,Brasil
Sr. Vitor Gabriel Gomes,348.902.157-60,48,29/11/1975,"Vale Costela, 49
Jonas Veiga
14400-610 Nogueira / MT",Alagoas,Brasil
Bianca Pinto,541.908.362-06,80,29/05/1943,"Lagoa Sales, 43
Vila Santa Monica 2ª Seção
48899443 Jesus / AL",Goiás,Brasil
Igor Melo,519.307.648-39,97,31/03/1927,"Viaduto Nogueira
Grota
13502920 Ferreira do Norte / RO",São Paulo,Brasil
Sra. Vitória Carvalho,528.049.736-38,35,20/02/1989,"Jardim Fernanda Moura, 767
Cdi Jatoba
32504010 Moreira dos Dourados / AM",Mato Grosso,Brasil
Sofia Duarte,412.835.697-28,18,09/07/2005,"Morro Isaac Freitas, 543
Vila Nova Cachoeirinha 2ª Seção
97116686 Costela / RR",Rio Grande do Norte,Brasil
Brenda Nogueira,160.294.358-33,56,23/07/1967,"Pátio de Almeida, 4
Mala E Cuia
08990015 Aragão da Mata / TO",Amazonas,Brasil
Rafael Fogaça,569.137.028-68,93,04/03/1931,"Setor de da Rosa, 401
Nova Vista
61631-368 Cavalcanti do Amparo / SP",Maranhão,Brasil
Ana Nascimento,295.701.634-61,72,22/11/1951,"Chácara de Martins, 14
Nossa Senhora Do Rosário
72885-747 Moreira / RN",Amapá,Brasil
Dr. Juan da Rocha,475.683.021-80,74,02/10/1949,"Ladeira de da Mota, 16
Vila Jardim Leblon
67696-414 Nascimento do Amparo / MT",Amazonas,Brasil
Ana Laura Rocha,531.672.409-70,32,11/01/1992,"Sítio Thomas Rodrigues, 41
São Damião
21922138 Pinto / AL",Piauí,Brasil
Maria Alice da Rocha,906.324.817-22,90,22/12/1933,"Travessa de Correia, 46
Guarani
34453-251 Souza / AC",São Paulo,Brasil
Elisa Lopes,790.412.658-30,99,02/07/1924,"Passarela Alexandre da Cunha
Vila Coqueiral
15467-423 Cunha / RR",Mato Grosso,Brasil
Davi Lucca Pereira,597.038.421-60,70,28/01/1954,"Jardim de Barros, 16
Vila Califórnia
19490812 Teixeira Alegre / CE",Amazonas,Brasil
Marina Fogaça,410.275.689-20,61,07/04/1962,"Praça Luiz Henrique Correia, 81
Guaratã
57294-260 Pereira / PE",Goiás,Brasil
Bernardo Ramos,105.689.243-98,80,03/09/1943,"Lagoa Luiza Gonçalves, 979
Piratininga
04066541 da Mata / SE",Amapá,Brasil
Ana Lívia Lopes,971.503.862-02,63,10/11/1960,"Parque de Barbosa, 57
Anchieta
16750-400 Lima / GO",Ceará,Brasil
Miguel Silva,920.437.568-00,40,28/02/1984,"Ladeira das Neves, 9
Nova Floresta
61985548 Carvalho do Sul / PE",Rondônia,Brasil
Sr. Arthur da Cruz,693.084.275-38,83,24/06/1940,"Lago de Cavalcanti
Vila Betânia
10086-430 Nunes / TO",Sergipe,Brasil
Julia da Mota,571.402.968-20,75,30/09/1948,"Feira Nogueira, 68
Santo Antônio
23309816 da Cunha do Campo / TO",Rio de Janeiro,Brasil
Agatha Rocha,853.279.160-30,52,01/11/1971,"Setor de Dias
São Benedito
48841767 Sales da Serra / RS",Alagoas,Brasil
Isabel Cardoso,608.127.493-40,95,11/08/1928,"Campo da Mata, 42
Morro Dos Macacos
65731-340 Santos / MG",Mato Grosso do Sul,Brasil
Marcos Vinicius Moura,451.293.876-19,64,29/11/1959,"Parque Dias, 687
Paulo Vi
49685-024 Mendes / PR",Rio de Janeiro,Brasil
Levi da Cunha,718.469.350-75,98,28/04/1925,"Colônia de Viana, 6
Pongelupe
67120-856 Jesus Alegre / SE",Alagoas,Brasil
Cauã Vieira,427.103.569-61,76,29/07/1947,"Via da Mata
Bernadete
38006-140 Campos / RO",Piauí,Brasil
Maria Alice Ferreira,105.239.746-80,37,01/05/1986,"Praça de Duarte, 194
Guarani
14287-231 Campos das Flores / MT",Amapá,Brasil
Dra. Isabelly Souza,725.469.810-30,33,23/05/1990,"Campo de Moura, 60
Primeiro De Maio
96794431 Martins Grande / RN",Distrito Federal,Brasil
Heitor Rezende,174.689.053-39,72,28/09/1951,"Área Duarte, 628
Conjunto Lagoa
02753538 Caldeira / RR",Acre,Brasil
Maria Vitória Jesus,493.861.520-70,47,16/02/1977,"Sítio de Moura, 13
Paraíso
39110-733 Souza do Norte / RS",Roraima,Brasil
Emanuel Duarte,762.084.591-76,21,23/02/2003,"Rua de Fogaça, 71
Ouro Preto
35703-947 da Paz da Mata / AM",Santa Catarina,Brasil
Ian Lima,163.458.907-66,86,05/07/1937,"Rua de Martins, 9
União
15652-188 Castro / AC",Roraima,Brasil
Vitor Alves,687.901.342-22,27,13/06/1996,"Esplanada Ana Laura Oliveira, 667
Ribeiro De Abreu
79395-958 Farias das Flores / DF",Distrito Federal,Brasil
Rafael Ramos,946.581.073-84,69,17/05/1954,"Esplanada Almeida, 4
Vila Fumec
39123310 Silveira Grande / PR",Alagoas,Brasil
Ryan da Cunha,412.637.059-52,86,04/11/1937,"Morro de Cardoso
Camponesa 2ª Seção
49627-572 Dias de da Paz / GO",Sergipe,Brasil
Maria da Cunha,539.201.486-06,77,07/10/1946,"Residencial de Duarte
Vila União
83800-181 Jesus do Sul / PE",Rio de Janeiro,Brasil
Srta. Milena Cardoso,832.047.961-40,66,07/03/1958,"Praça Almeida, 71
Capitão Eduardo
13730300 Ferreira dos Dourados / RJ",Bahia,Brasil
Bryan Ramos,043.619.582-89,30,30/10/1993,"Praia Costa, 35
Jardim Leblon
29456317 Lopes / GO",Roraima,Brasil
Luigi Santos,273.940.165-52,37,04/01/1987,"Via Luigi Peixoto, 61
São Gabriel
48847273 Porto da Mata / AP",Amapá,Brasil
Isabella Duarte,023.856.714-17,43,28/09/1980,"Estrada Diogo da Mata, 91
Vila Nova Cachoeirinha 3ª Seção
89436-034 Vieira do Oeste / PI",Espírito Santo,Brasil
Sophie Azevedo,214.796.580-49,97,11/08/1926,"Rua Kaique Freitas, 8
Universo
75626-745 Barros / RR",Amazonas,Brasil
Matheus Carvalho,592.863.174-09,60,31/08/1963,"Viela de Almeida
União
65843844 Barbosa / RN",Minas Gerais,Brasil
Júlia da Cruz,714.093.856-39,94,12/02/1930,"Lagoa João Pedro Alves
Das Industrias I
30340295 Oliveira de Goiás / PB",Goiás,Brasil
Vitor Peixoto,489.215.063-06,76,24/07/1947,"Trevo de Cardoso, 40
Vale Do Jatoba
22565-264 da Cunha do Norte / RS",Mato Grosso do Sul,Brasil
Amanda Castro,305.817.249-41,43,05/04/1980,"Favela Erick Pereira, 672
Vila Copacabana
16489668 Barros / AM",Roraima,Brasil
Lucas Lima,240.719.568-01,91,16/06/1932,"Vale Igor Castro, 928
Maravilha
19728761 Pereira do Oeste / BA",Bahia,Brasil
Raquel Ramos,052.793.146-25,66,16/10/1957,"Vereda de Costa, 27
Madre Gertrudes
11830634 Gonçalves / RN",Roraima,Brasil
Dra. Rebeca Nascimento,431.987.625-37,82,07/04/1941,"Residencial Nogueira, 954
Vila Oeste
79622-042 Sales do Norte / PB",Tocantins,Brasil
Theo da Conceição,846.571.329-46,29,22/03/1995,"Fazenda Maria Ribeiro, 81
Vila São Paulo
48192917 Silva / SE",Acre,Brasil
